"zone","mean","max","min","sd"
124,0.0414456867083246,0.166676640510559,0.00997196417301893,0.0219732597295566
341,0.57270167997045,0.793820977210999,0.246538922190666,0.0907745202285123
342,0.380113009927851,0.646301805973053,0.0642959699034691,0.131339820062754
343,0.54924529770325,0.816622018814087,0.288121312856674,0.122662559165393
344,0.422006971968545,0.720607936382294,0.145298182964325,0.137835830949927
345,0.322395005513255,0.761389553546906,0.048324428498745,0.190798965912084
346,0.347197910334259,0.738343060016632,0.117532275617123,0.116006288053402
347,0.413902426976958,0.773149728775024,0.162492722272873,0.0655863090106375
348,0.227561491664755,0.621219396591187,0.0459915772080421,0.140668060771933
349,0.62567096358939,0.846399426460266,0.223899826407433,0.124861904021748
350,0.287031034684994,0.624130606651306,0.0882021337747574,0.156811439790848
351,0.271161706948822,0.507666230201721,0.122420951724052,0.0912008685031982
352,0.284963559491832,0.555748879909515,0.0392489433288574,0.10677286829516
353,0.354227763836283,0.712155044078827,0.0506229512393475,0.18146611499688
354,0.437124321622581,0.749516546726227,0.105813071131706,0.14103655452897
355,0.285948965082488,0.641327321529388,0.0917392373085022,0.0993651843038078
356,0.395672984958672,0.656217634677887,0.162599995732307,0.0921156659970208
357,0.343957156052097,0.609859704971313,0.151017755270004,0.0694498830185355
358,0.660540440654168,0.872666716575623,0.429801434278488,0.0664722051423559
359,0.278112319848168,0.729225814342499,0.0528151877224445,0.156102352624381
360,0.447436538116777,0.771323680877686,0.266129583120346,0.0775362057248405
361,0.303266587818778,0.690158069133759,0.0698440074920654,0.133833142464416
362,0.420860268396935,0.813326001167297,0.164534151554108,0.109528867966727
363,0.222534282631438,0.787910282611847,0.0517832785844803,0.132630864050988
364,0.431076957443117,0.855084180831909,0.126569166779518,0.201415025912696
365,0.3447692887797,0.604833900928497,0.159800797700882,0.0844044281299681
366,0.453061362620907,0.804110407829285,0.189795508980751,0.112946984103625
367,0.318113591787544,0.558249652385712,0.0574101246893406,0.105865082912409
368,0.313414660761657,0.719254970550537,0.0829372480511665,0.0993044767588535
369,0.548597160635925,0.718607425689697,0.238138943910599,0.094412746387936
370,0.412734366270766,0.65763920545578,0.151949524879456,0.085542199940223
371,0.298105083044731,0.455371141433716,0.132549688220024,0.0446214372078478
372,0.485689541132286,0.802849411964417,0.106854543089867,0.152644895958789
373,0.65103381193756,0.858120083808899,0.271875292062759,0.0686639161344208
374,0.297151776296752,0.517415821552277,0.164630636572838,0.0615293393510718
375,0.515905408401574,0.77727746963501,0.171518757939339,0.126711543012042
376,0.312914871409075,0.539143443107605,0.168641179800034,0.076206700009179
377,0.251109770349874,0.503511190414429,0.0834910646080971,0.0755825661665824
378,0.334374083812987,0.614645600318909,0.176442325115204,0.0873087110853291
379,0.274464054941004,0.686642646789551,0.056440431624651,0.146552998704355
380,0.297798050621164,0.532266914844513,0.0858309045433998,0.100653792695312
381,0.421031960135235,0.809674143791199,0.0807595103979111,0.0970464296731049
382,0.409342537895239,0.836525678634644,0.183807179331779,0.147861332329025
383,0.449490045140711,0.762126326560974,0.224274232983589,0.0532556548407847
384,0.329706063407717,0.527146637439728,0.125734761357307,0.0576235227008659
385,0.354761792291509,0.631083309650421,0.052077516913414,0.151380225657787
386,0.278377515683462,0.523480832576752,0.121772550046444,0.0832654323568054
387,0.196965497089448,0.710504770278931,0.0517952293157578,0.13351716362885
388,0.343404624236406,0.7602379322052,0.113515511155128,0.124293366637897
398,0.159569201455528,0.771764039993286,0.00352441030554473,0.155032310440395
399,0.0800782033557479,0.743778049945831,0.00668085925281048,0.128532194403255
400,0.0236430081234718,0.17557093501091,0.00719899777323008,0.00840918249563893
401,0.202944156198883,0.754031658172607,0.0153272412717342,0.123566795644124
402,0.195620130243742,0.745783865451813,0.00833502504974604,0.18432811196171
403,0.0473930851874235,0.747010767459869,0.003192531876266,0.0788374621906111
404,0.18177301176081,0.640462756156921,0.00941202975809574,0.154216455707487
405,0.0232480186579771,0.135220021009445,0.00686312327161431,0.00803622673705475
406,0.0433113370142191,0.499816447496414,0.00850247126072645,0.0404600111008618
407,0.038829565801071,0.270099639892578,0.00368321337737143,0.0391395647548129
408,0.428676888174736,0.796883285045624,0.12080156058073,0.167165745238409
409,0.0233662548126864,0.0884213894605637,0.00739080458879471,0.00794930242821626
410,0.0232226187627776,0.0552187711000443,0.00809145160019398,0.00734800842554716
411,0.0235335668377313,0.188261091709137,0.00512533402070403,0.0118018980009265
412,0.0413961688566861,0.486589521169662,0.00770031055435538,0.0555441493769624
413,0.191667110383038,0.805777490139008,0.00971711240708828,0.225735903091276
414,0.0254048440158812,0.221032842993736,0.00413826340809464,0.0145233203155233
415,0.11575091473104,0.863079071044922,0.00429493794217706,0.128094029348426
609,0.125989636606079,0.599982917308807,0.00830219499766827,0.088592133461161
610,0.151220733896241,0.553904592990875,0.00815094728022814,0.123073192773457
611,0.37548129002448,0.878929615020752,0.0395789705216885,0.235038682287633
612,0.0843324657085412,0.550311803817749,0.00530025782063603,0.0797863728242355
613,0.315789920054263,0.867992639541626,0.0507264509797096,0.14438883881219
614,0.337419347571475,0.825309574604034,0.0356735810637474,0.192687039021849
615,0.0725767927507888,0.243433341383934,0.0131951691582799,0.040385027125074
616,0.730547199646632,0.884916126728058,0.517634630203247,0.134666250228891
617,0.340854682028294,0.840081930160522,0.0387566648423672,0.221381880197608
618,0.520910097729592,0.905601859092712,0.0732571259140968,0.223477914269181
619,0.250027341897008,0.812369048595428,0.0304963327944279,0.157766493203141
620,0.339008093822792,0.841514885425568,0.0322861112654209,0.164423067487622
654,0.38242253034188,0.712290108203888,0.0112828211858869,0.115185317809193
655,0.445529083566269,0.72228878736496,0.0275807455182076,0.141401738781457
656,0.441585807534464,0.733877599239349,0.201890990138054,0.077056405321125
657,0.394717014765994,0.611032068729401,0.195602551102638,0.0422461130126389
658,0.294728511892542,0.471278488636017,0.117011927068233,0.0612177565978351
659,0.353180279210601,0.58942449092865,0.100731931626797,0.0643538517836974
660,0.495844108342724,0.738775372505188,0.0140424268320203,0.16187840771794
661,0.361021362245083,0.673550009727478,0.0460882261395454,0.114953970217874
662,0.21381551519181,0.384695529937744,0.0812264904379845,0.0690360461353981
663,0.318873886967635,0.517173588275909,0.0937602519989014,0.066857157684997
743,0.0274329959293423,0.0517263263463974,0.0147639410570264,0.00903319919558405
744,0.0269966537274326,0.0534676499664783,0.00827058032155037,0.00889997196361055
745,0.0367391743573409,0.148374497890472,0.00722413836047053,0.0224532577939777
746,0.0365010390865306,0.138898283243179,0.00822745449841022,0.0214297877084364
747,0.0310369517435046,0.0643446817994118,0.00916340108960867,0.0163725012263195
748,0.0394286336563528,0.112556867301464,0.00790010765194893,0.0217660556766088
749,0.0162234118090136,0.0859785377979279,0.00330362352542579,0.0200651469425587
750,0.020354780501553,0.0421280711889267,0.00815479271113873,0.0107427888574949
751,0.0138500054689268,0.0380289293825626,0.00393572216853499,0.0092350244402759
752,0.0261095007153926,0.0836987793445587,0.00376193085685372,0.0175656564251127
753,0.0975809891501235,0.299822926521301,0.0046584946103394,0.0890196854220239
754,0.00909546836843028,0.0262910109013319,0.00339085352607071,0.00542570385836526
755,0.00637378184147543,0.0233393423259258,0.00237215706147254,0.00415958666535325
756,0.0526261422178381,0.164941057562828,0.00875597447156906,0.042522668369496
757,0.010107674531173,0.0635847523808479,0.00340087828226388,0.013579183550665
758,0.0219275597185689,0.0736507922410965,0.00684117944911122,0.0147175398008495
759,0.0205184055590316,0.0538081452250481,0.00787461176514626,0.0135188704666298
760,0.0183511992393393,0.0755456313490868,0.00722923176363111,0.0139136419348238
761,0.0242891827753435,0.0444685444235802,0.005911560729146,0.0134106773811782
762,0.00663245969917625,0.0379840880632401,0.00241866474971175,0.00692560204417417
763,0.0279997352592118,0.0612768121063709,0.00787185039371252,0.00863829432729205
764,0.0443207409127422,0.0862251445651054,0.0132129974663258,0.022160921632926
765,0.0254178677173056,0.084304466843605,0.00995037704706192,0.00974449628243005
766,0.0300015850059156,0.0576716959476471,0.00442427257075906,0.0116264539070237
767,0.0384616722616385,0.158717259764671,0.00411075353622437,0.0210667761427928
768,0.0140511834961844,0.0342959985136986,0.00692260032519698,0.00729580267119582
769,0.0151071106601093,0.0460617169737816,0.0049118991009891,0.0109004777201209
770,0.0433783557618389,0.186028480529785,0.00759381148964167,0.0400698016187019
771,0.0229860617494625,0.188118889927864,0.00368013978004456,0.0192622327534311
772,0.0301473262959962,0.0738530084490776,0.00833721645176411,0.0123663452559902
773,0.0295860962422215,0.0921235308051109,0.00982480775564909,0.0129406541974426
774,0.0360438005091288,0.0666042789816856,0.0125636048614979,0.0149714694526259
775,0.0310133653551792,0.090678758919239,0.0117151709273458,0.0112373703239677
776,0.0566204182724369,0.205098763108253,0.00781232211738825,0.0408033609626368
777,0.0272229224386992,0.122117057442665,0.0101211396977305,0.0212335833778073
778,0.01036361264331,0.0531379915773869,0.00292986072599888,0.0093663796167646
779,0.0688082905087088,0.256973147392273,0.00622452329844236,0.0554651536719584
780,0.024975705243971,0.109458476305008,0.00756672490388155,0.0216588522384625
781,0.040801564619566,0.0638025477528572,0.0204593911767006,0.00985150226902437
782,0.0397193359813708,0.113447472453117,0.00474019022658467,0.0231623321832033
783,0.0311441877369885,0.0715558081865311,0.0141790909692645,0.011508891009786
784,0.0252099760263315,0.110080815851688,0.00437789224088192,0.0225311987993812
785,0.0234352419594009,0.061656292527914,0.00492194900289178,0.019262999479024
786,0.0338946953689789,0.137266501784325,0.00905827805399895,0.0216007153182722
787,0.0181020399555564,0.0531121455132961,0.00814979150891304,0.00969880422232768
788,0.0304767101318861,0.0522885210812092,0.00616067787632346,0.0124182748864965
789,0.0393894927158039,0.14448007941246,0.00893124844878912,0.0307024010301774
790,0.0294432969356421,0.0612740442156792,0.0116537669673562,0.00956450418591599
815,0.0239680454089668,0.139887377619743,0.00499631743878126,0.00921761488068971
816,0.0207695164441482,0.480815678834915,0.00348571455106139,0.0348349587563648
817,0.0147083495790814,0.0841859877109528,0.00423495471477509,0.00960687309231876
818,0.148409304440151,0.59721702337265,0.00482238410040736,0.122098560586592
819,0.183382567898478,0.822798073291779,0.00263515394181013,0.178196027128339
820,0.0865551272452066,0.900141537189484,0.00333530106581748,0.104135023943573
821,0.0173904952688683,0.15731056034565,0.00281608547084033,0.0141332156426543
822,0.0203889473662305,0.0674377456307411,0.00341196334920824,0.00950751931179111
823,0.0542880872847837,0.602872788906097,0.00744683435186744,0.106196431584843
824,0.145756407684929,0.777872681617737,0.00332699483260512,0.144367238766137
852,0.0488869125515016,0.128045186400414,0.00938635971397161,0.0247903639883976
853,0.0395187666366399,0.173916757106781,0.0101673454046249,0.029411822711291
854,0.0298663339809853,0.0859888419508934,0.0039586522616446,0.0156524184015046
855,0.0311646655806919,0.0902706533670425,0.00513066537678242,0.00966547932973851
856,0.0264625181136,0.0824985206127167,0.00917815137654543,0.00696101864292731
857,0.0224245413038614,0.091542549431324,0.0062310709618032,0.00903319644699192
858,0.022811193516218,0.106558747589588,0.00410458445549011,0.0127375994247233
859,0.0221090163685895,0.0702786147594452,0.00415500300005078,0.0105769021932525
860,0.0232094292544763,0.0740506649017334,0.00430243136361241,0.0117500094843573
861,0.0243570956046259,0.0744701102375984,0.011050408706069,0.00889968321603505
862,0.0228172579165211,0.0752871409058571,0.0103610120713711,0.00789876026257875
863,0.0243574778099338,0.118325874209404,0.00476173358038068,0.00912543266398544
864,0.0265367934884446,0.097574420273304,0.00424643093720078,0.0115359008062118
865,0.0224580861950695,0.0982182994484901,0.00551365641877055,0.0077852731334811
866,0.0233185082976347,0.106946460902691,0.00846809148788452,0.00972502891584309
867,0.0163973692888853,0.0772004052996635,0.00600128155201674,0.0091491032548879
868,0.0602481886878623,0.250494629144669,0.00902356300503016,0.0294841255816477
870,0.119052830597551,0.508709013462067,0.00800149515271187,0.0919398729123273
873,0.0494832433940004,0.164017796516418,0.00256751221604645,0.0290951039369326
875,0.282207083703978,0.693734645843506,0.0228841193020344,0.121780856498765
876,0.0342746224871538,0.16590903699398,0.00578641332685947,0.0265193613563487
881,0.0596528849104883,0.433922946453094,0.00532008986920118,0.0380817999063663
967,0.230933675030246,0.673385560512543,0.00607578130438924,0.276067594929178
968,0.418810909275304,0.922904670238495,0.0115226861089468,0.342625033293689
969,0.215930613926909,0.93000465631485,0.00557755026966333,0.317095050815686
970,0.232369830359867,0.75972193479538,0.00936553720384836,0.206887512355125
971,0.105328161102736,0.717646479606628,0.00819497089833021,0.0822241290381252
972,0.0218835989211726,0.159517452120781,0.00709557440131903,0.0210572390185771
973,0.227978656980519,0.724953472614288,0.0287240128964186,0.122509055841817
974,0.0510340139829754,0.592389106750488,0.00768550485372543,0.0874117829947234
975,0.0644310432249672,0.642969489097595,0.0085838558152318,0.0598764429506286
976,0.140601723213353,0.747330844402313,0.00973278935998678,0.175175539901598
977,0.0710210861511805,0.648572504520416,0.00838827807456255,0.0686475278003432
978,0.070934644179677,0.79111123085022,0.00680518336594105,0.0724515791270866
979,0.0247717130366371,0.245569035410881,0.00687508704140782,0.0281048908156821
1040,0.113224557063129,0.814799308776855,0.0278315600007772,0.0766289939603539
1041,0.0350800886552107,0.207941636443138,0.0100955720990896,0.0206603839223426
1048,0.144274299212784,0.732781589031219,0.0111574539914727,0.129997159428042
1051,0.135831025841823,0.687762260437012,0.0176830720156431,0.0910434865549221
1053,0.196694947508511,0.765408575534821,0.00529583636671305,0.15601492476399
1057,0.0438530771039498,0.166069641709328,0.00718024792149663,0.0254684619637355
1066,0.0572050324284774,0.79397177696228,0.00267334748059511,0.0771623455493468
1067,0.115794103398836,0.826147556304932,0.00404412066563964,0.143532904540656
1068,0.0414563204734714,0.723921537399292,0.00359015632420778,0.056054927948527
1069,0.0224435423209324,0.121275559067726,0.00341143365949392,0.0136367738998227
1070,0.0225519358460322,0.104947626590729,0.00360811315476894,0.0135091019628246
1071,0.0269051652781281,0.341511934995651,0.00323008862324059,0.0356038840031184
1072,0.0918633513123034,0.712559342384338,0.0204749740660191,0.111797572124701
1073,0.0173567329110903,0.101032637059689,0.00347499665804207,0.0124038635221646
1074,0.0201987873047322,0.197187036275864,0.00226529524661601,0.0193206024597422
1075,0.0167584031039395,0.283883839845657,0.00331867719069123,0.0167880114763204
1076,0.0264121728833428,0.295316278934479,0.00247206492349505,0.0420191561177953
1080,0.00878308172552631,0.0313368178904057,0.0039938734844327,0.00853798624554235
1082,0.105701347573527,0.167621433734894,0.00489300116896629,0.0446317213662237
1086,0.00971618285402656,0.0491549223661423,0.00368168717250228,0.00766593770591252
1089,0.0284311678839026,0.0747996643185616,0.00437621353194118,0.0132954807953644
1093,0.149974423661536,0.67075377702713,0.0377429239451885,0.160447172718735
1094,0.205268317729235,0.83608877658844,0.0262564700096846,0.214311168709112
1095,0.402550971859859,0.72134667634964,0.0487049296498299,0.221004157817399
1096,0.341533285834919,0.74000072479248,0.017952810972929,0.238474702918924
1097,0.178451389839879,0.697189152240753,0.0178468395024538,0.195495650156035
1158,0.46981684735147,0.839745819568634,0.152337059378624,0.126694572660999
1159,0.523182825002522,0.85407155752182,0.0404445715248585,0.192003671923983
1160,0.264545456464611,0.636368691921234,0.126783058047295,0.120112930151831
1161,0.537319299748201,0.794928729534149,0.148031860589981,0.151717359724237
1162,0.267471302832876,0.481011658906937,0.122984781861305,0.0775521250102501
1163,0.566181411599797,0.79544460773468,0.0298200882971287,0.140197268964916
1164,0.646151130901013,0.856068134307861,0.1597840487957,0.0735716685139928
1165,0.347284311476426,0.526782274246216,0.164637967944145,0.0820331134053552
1166,0.626342427034984,0.816748261451721,0.181400507688522,0.115221575792793
1167,0.624096571958277,0.815963685512543,0.156061872839928,0.113300837651067
1168,0.372294745445251,0.661668479442596,0.153572678565979,0.088880696733377
1169,0.560055085073753,0.825661480426788,0.152776271104813,0.113078111334
1170,0.590864213519409,0.839669406414032,0.168141141533852,0.127286424718182
1171,0.625694276239627,0.844294965267181,0.346570760011673,0.127758728542086
1172,0.362719310924672,0.842663645744324,0.116382174193859,0.176460978618156
1173,0.476187975398631,0.741040825843811,0.146527782082558,0.10929872992031
1174,0.411055363026949,0.829415023326874,0.105446569621563,0.205132959718852
1175,0.581254057503714,0.85391229391098,0.150549188256264,0.150182233172617
1176,0.564188652095341,0.72737991809845,0.407753318548203,0.0765664520619966
1177,0.274028293606712,0.642776489257812,0.125917360186577,0.116839555545444
1178,0.493445328101273,0.835823476314545,0.213496029376984,0.128532703720993
1179,0.294852422775278,0.68289840221405,0.0739797055721283,0.142573467020653
1180,0.674329634461667,0.856519639492035,0.279867649078369,0.0753537096066058
1181,0.411064709164202,0.779142320156097,0.118577338755131,0.16199688007035
1182,0.616480476706516,0.867326438426971,0.27812734246254,0.0937724658724227
1183,0.412169167205043,0.779706954956055,0.126361533999443,0.206704235241708
1198,0.62647819519043,0.62647819519043,0.62647819519043,NA
1199,0.125482242106012,0.597467541694641,0.00610365113243461,0.164441395992354
1200,0.1156511231296,0.797001302242279,0.00540732452645898,0.177302788604768
1201,0.0333006665261869,0.361848175525665,0.00913222134113312,0.0463642703716333
1202,0.0156375482942708,0.0234850961714983,0.00832677073776722,0.0028573065236329
1203,0.28075713958337,0.594924688339233,0.0211897306144238,0.144333238006123
1204,0.0189824766122213,0.0543148778378963,0.00978637579828501,0.00854607257171191
